country,iso3c,date,SPI.DIM2.1.INDEX,SPI.DIM2.2.INDEX,SPI.DIM2.4.INDEX,SPI.DIM3.1.INDEX,SPI.DIM3.2.INDEX,SPI.DIM3.3.INDEX,SPI.DIM3.4.INDEX,income,region,population
"Taiwan, China",TWN,2013,,,,,,,,High income,East Asia & Pacific,
Tajikistan,TJK,2013,,,,0.603333333,0.4295,0.4445,0.6625,Low income,Europe & Central Asia,8059769
Tanzania,TZA,2013,,,,0.689333333,0.563833333,0.9445,0.6875,Lower middle income,Sub-Saharan Africa,48482266
Thailand,THA,2013,,,,0.7215,0.459666667,0.4445,0.6875,Upper middle income,East Asia & Pacific,68144501
Timor-Leste,TLS,2013,,,,0.562166667,0.445333333,0.9445,0.4875,Lower middle income,East Asia & Pacific,1153295
Togo,TGO,2013,,,,0.591833333,0.507166667,0.9445,0.6875,Low income,Sub-Saharan Africa,6954721
Tonga,TON,2013,,,,0.481,0.401833333,0.9375,0.6125,Upper middle income,East Asia & Pacific,101768
Trinidad and Tobago,TTO,2013,,,,0.592333333,0.452666667,0.9445,0.75,High income,Latin America & Caribbean,1353700
Tunisia,TUN,2013,,,,0.704666667,0.515166667,0.9445,0.55,Lower middle income,Middle East & North Africa,10952951
Turkey,TUR,2013,,,,0.678666667,0.598666667,0.9375,0.8125,Upper middle income,Europe & Central Asia,75928564
Turkmenistan,TKM,2013,,,,0.348166667,0.331,0.4445,0.325,Upper middle income,Europe & Central Asia,5366375
Turks and Caicos Islands,TCA,2013,,,,0.0255,0.168333333,0.25,0.101,High income,Latin America & Caribbean,34731
Tuvalu,TUV,2013,,,,0.327666667,0.299666667,0.3125,0.325,Upper middle income,East Asia & Pacific,10857
Uganda,UGA,2013,,,,0.6865,0.554666667,0.9375,0.625,Low income,Sub-Saharan Africa,35695246
Ukraine,UKR,2013,,,,0.629666667,0.523666667,0.9445,0.75,Lower middle income,Europe & Central Asia,45489648
United Arab Emirates,ARE,2013,,,,0.333333333,0.325,0.222,0.35,High income,Middle East & North Africa,9197910
United Kingdom,GBR,2013,1,,,0.558833333,0.556166667,0.9445,0.375,High income,Europe & Central Asia,64128273
United States,USA,2013,1,,,0.526,0.408,0.4375,0.5625,High income,North America,315993715
Uruguay,URY,2013,,,,0.730333333,0.570833333,0.875,0.625,High income,Latin America & Caribbean,3389439
Uzbekistan,UZB,2013,,,,0.488666667,0.420333333,0.4445,0.45,Lower middle income,Europe & Central Asia,30243200
Vanuatu,VUT,2013,,,,0.630166667,0.448,0.9445,0.625,Lower middle income,East Asia & Pacific,256635
"Venezuela, RB",VEN,2013,,,,0.5425,0.4985,0.9445,0.6125,Upper middle income,Latin America & Caribbean,29783571
Vietnam,VNM,2013,,,,0.7195,0.557,0.9445,0.5625,Lower middle income,East Asia & Pacific,90753472
Virgin Islands (U.S.),VIR,2013,,,,0.008833333,0.122166667,0.25,0.104,High income,Latin America & Caribbean,108044
West Bank and Gaza,PSE,2013,,,,0.5935,0.423166667,0.9375,0.415,Lower middle income,Middle East & North Africa,4076708
"Yemen, Rep.",YEM,2013,,,,0.589,0.477333333,0.9445,0.625,Low income,Middle East & North Africa,25147109
Zambia,ZMB,2013,,,,0.576333333,0.494333333,0.9445,0.625,Lower middle income,Sub-Saharan Africa,14926504
Zimbabwe,ZWE,2013,,,,0.579333333,0.4295,0.4445,0.4875,Lower middle income,Sub-Saharan Africa,13350356
Afghanistan,AFG,2012,,,,0.503333333,0.425833333,0.5,0.646,Low income,South Asia,31161376
Albania,ALB,2012,,,,0.779833333,0.559333333,1,0.625,Upper middle income,Europe & Central Asia,2900401
Algeria,DZA,2012,,,,0.535666667,0.5305,0.5,0.55,Lower middle income,Middle East & North Africa,37383887
American Samoa,ASM,2012,,,,0.112,0.163833333,0.8125,0.077,Upper middle income,East Asia & Pacific,55667
Andorra,AND,2012,,,,0.235,0.146166667,0.375,0.358,High income,Europe & Central Asia,82427
Angola,AGO,2012,,,,0.5785,0.697166667,1,0.625,Lower middle income,Sub-Saharan Africa,25107931
Antigua and Barbuda,ATG,2012,,,,0.436,0.549666667,0.9285,0.5625,High income,Latin America & Caribbean,90409
Argentina,ARG,2012,,,,0.7145,0.734833333,1,0.764,Upper middle income,Latin America & Caribbean,41733271
Armenia,ARM,2012,,,,0.7325,0.549,0.5,0.75,Upper middle income,Europe & Central Asia,2884229
Aruba,ABW,2012,,,,0.1175,0.201666667,0.25,0.2445,High income,Latin America & Caribbean,102560
Australia,AUS,2012,1,,,0.635666667,0.600833333,1,0.4375,High income,East Asia & Pacific,22733465
Austria,AUT,2012,1,,,0.596333333,0.610166667,1,0.4375,High income,Europe & Central Asia,8429991
Azerbaijan,AZE,2012,,,,0.710166667,0.507333333,0.5,0.6875,Upper middle income,Europe & Central Asia,9295784
"Bahamas, The",BHS,2012,,,,0.333,0.373666667,0.2855,0.4375,High income,Latin America & Caribbean,363584
Bahrain,BHR,2012,,,,0.373666667,0.417,0.2855,0.3375,High income,Middle East & North Africa,1299943
Bangladesh,BGD,2012,,,,0.722333333,0.565166667,0.5,0.625,Lower middle income,South Asia,151007807
Barbados,BRB,2012,,,,0.608,0.525,0.9285,0.6875,High income,Latin America & Caribbean,283700
Belarus,BLR,2012,,,,0.618833333,0.424833333,0.4285,0.6875,Upper middle income,Europe & Central Asia,9464495
Belgium,BEL,2012,1,,,0.5725,0.534166667,0.5,0.4375,High income,Europe & Central Asia,11106932
Belize,BLZ,2012,,,,0.587,0.548666667,1,0.6875,Upper middle income,Latin America & Caribbean,338000
Benin,BEN,2012,,,,0.5745,0.541,0.4375,0.625,Lower middle income,Sub-Saharan Africa,9729248
Bermuda,BMU,2012,,,,0.134166667,0.185833333,0.25,0.199,High income,North America,64798
Bhutan,BTN,2012,,,,0.744166667,0.564833333,1,0.625,Lower middle income,South Asia,701583
Bolivia,BOL,2012,,,,0.7345,0.7205,1,0.6625,Lower middle income,Latin America & Caribbean,10377676
Bosnia and Herzegovina,BIH,2012,,,,0.6665,0.489833333,0.5,0.6875,Upper middle income,Europe & Central Asia,3604972
Botswana,BWA,2012,,,,0.633333333,0.539833333,0.5,0.625,Upper middle income,Sub-Saharan Africa,2039551
Brazil,BRA,2012,,,,0.734833333,0.829166667,1,0.6875,Upper middle income,Latin America & Caribbean,199287296
British Virgin Islands,VGB,2012,,,,0.092166667,0.2035,0.25,0.0835,High income,Latin America & Caribbean,28650
Brunei Darussalam,BRN,2012,,,,0.3435,0.373666667,0.375,0.3375,High income,East Asia & Pacific,398989
Bulgaria,BGR,2012,,,,0.613666667,0.598,0.875,0.625,Upper middle income,Europe & Central Asia,7305888
Burkina Faso,BFA,2012,,,,0.697166667,0.578,1,0.6875,Low income,Sub-Saharan Africa,16571246
Burundi,BDI,2012,,,,0.5425,0.425833333,0.5,0.4875,Low income,Sub-Saharan Africa,9245988
Cabo Verde,CPV,2012,,,,0.4935,0.572166667,1,0.75,Lower middle income,Sub-Saharan Africa,505235
Cambodia,KHM,2012,,,,0.720666667,0.590333333,1,0.5,Lower middle income,East Asia & Pacific,14780454
Cameroon,CMR,2012,,,,0.553666667,0.625,1,0.55,Lower middle income,Sub-Saharan Africa,21485266
Canada,CAN,2012,1,,,0.544166667,0.491666667,0.5,0.5,High income,North America,34714222
Cayman Islands,CYM,2012,,,,0.092166667,0.201666667,0.25,0.1625,High income,Latin America & Caribbean,58958
Central African Republic,CAF,2012,,,,0.577166667,0.351666667,0.5,0.5345,Low income,Sub-Saharan Africa,4436415
Chad,TCD,2012,,,,0.533833333,0.337833333,0.5,0.3695,Low income,Sub-Saharan Africa,12784750
Channel Islands,CHI,2012,,,,,,,,High income,Europe & Central Asia,162056
Chile,CHL,2012,1,,,0.722833333,0.643,1,0.625,High income,Latin America & Caribbean,17400347
China,CHN,2012,,,,0.568166667,0.471666667,0.5,0.625,Upper middle income,East Asia & Pacific,1350695000
Colombia,COL,2012,,,,0.7905,0.6835,1,0.6875,Upper middle income,Latin America & Caribbean,46075721
Comoros,COM,2012,,,,0.558166667,0.435,1,0.55,Lower middle income,Sub-Saharan Africa,723871
"Congo, Dem. Rep.",COD,2012,,,,0.5805,0.404333333,0.5,0.46,Low income,Sub-Saharan Africa,69020747
"Congo, Rep.",COG,2012,,,,0.638666667,0.387333333,0.5,0.5225,Lower middle income,Sub-Saharan Africa,4510198
Costa Rica,CRI,2012,,,,0.797666667,0.606833333,1,0.8125,Upper middle income,Latin America & Caribbean,4688000
Cote d'Ivoire,CIV,2012,,,,0.7275,0.545,1,0.5835,Lower middle income,Sub-Saharan Africa,21547188
Croatia,HRV,2012,,,,0.625666667,0.4875,0.5,0.4375,High income,Europe & Central Asia,4267558
Cuba,CUB,2012,,,,0.4785,0.3985,0.5,0.4775,Upper middle income,Latin America & Caribbean,11257101
Curacao,CUW,2012,,,,0.0675,0.233,0.25,0.0835,High income,Latin America & Caribbean,152088
Cyprus,CYP,2012,,,,0.553,0.5055,0.875,0.375,High income,Europe & Central Asia,1135046
Czech Republic,CZE,2012,1,,,0.617166667,0.466666667,0.5,0.5,High income,Europe & Central Asia,10510785
Denmark,DNK,2012,1,,,0.5915,0.436,0.4285,0.4375,High income,Europe & Central Asia,5591572
Djibouti,DJI,2012,,,,0.553,0.4235,0.875,0.425,Lower middle income,Middle East & North Africa,868136
Dominica,DMA,2012,,,,0.44,0.398666667,0.9375,0.6875,Upper middle income,Latin America & Caribbean,70965
Dominican Republic,DOM,2012,,,,0.595166667,0.454,0.5,0.75,Upper middle income,Latin America & Caribbean,9930911
Ecuador,ECU,2012,,,,0.802,0.620666667,1,0.6625,Upper middle income,Latin America & Caribbean,15474102
"Egypt, Arab Rep.",EGY,2012,,,,0.706833333,0.676333333,1,0.625,Lower middle income,Middle East & North Africa,86422240
El Salvador,SLV,2012,,,,0.772,0.634166667,1,0.6875,Lower middle income,Latin America & Caribbean,6237923
Equatorial Guinea,GNQ,2012,,,,0.558666667,0.420833333,1,0.375,Upper middle income,Sub-Saharan Africa,1031191
Eritrea,ERI,2012,,,,0.488333333,0.334833333,0.5,0.3375,Low income,Sub-Saharan Africa,
Estonia,EST,2012,1,,,0.617166667,0.563833333,0.7855,0.4375,High income,Europe & Central Asia,1322696
Eswatini,SWZ,2012,,,,0.660833333,0.4295,1,0.5625,Lower middle income,Sub-Saharan Africa,1079288
Ethiopia,ETH,2012,,,,0.721,0.576666667,1,0.5625,Low income,Sub-Saharan Africa,92726971
Faroe Islands,FRO,2012,,,,0.066,0.066666667,0.25,0.091,High income,Europe & Central Asia,47843
Fiji,FJI,2012,,,,0.6155,0.488833333,1,0.675,Upper middle income,East Asia & Pacific,865069
Finland,FIN,2012,1,,,0.665666667,0.533333333,1,0.4375,High income,Europe & Central Asia,5413971
France,FRA,2012,1,,,0.589333333,0.45,0.5,0.3125,High income,Europe & Central Asia,65659809
French Polynesia,PYF,2012,,,,0.041333333,0.168333333,0.3125,0.1,High income,East Asia & Pacific,268998
Gabon,GAB,2012,,,,0.514333333,0.409666667,0.4375,0.675,Upper middle income,Sub-Saharan Africa,1749682
"Gambia, The",GMB,2012,,,,0.618666667,0.530833333,0.9285,0.425,Low income,Sub-Saharan Africa,1905011
Georgia,GEO,2012,,,,0.634666667,0.454166667,0.5,0.6875,Upper middle income,Europe & Central Asia,3728874
Germany,DEU,2012,1,,,0.565666667,0.466666667,0.5,0.4375,High income,Europe & Central Asia,80425823
Ghana,GHA,2012,,,,0.7485,0.544333333,1,0.6625,Lower middle income,Sub-Saharan Africa,25996449
Gibraltar,GIB,2012,,,,0.1,0.085166667,0.125,0.0415,High income,Europe & Central Asia,33646
Greece,GRC,2012,1,,,0.525166667,0.5035,0.5,0.4375,High income,Europe & Central Asia,11045011
Greenland,GRL,2012,,,,0.084166667,0.0795,0.3125,0.0455,High income,Europe & Central Asia,56810
Grenada,GRD,2012,,,,0.509,0.398666667,1,0.6875,Upper middle income,Latin America & Caribbean,107446
Guam,GUM,2012,,,,0.084166667,0.1555,0.25,0.0835,High income,East Asia & Pacific,159996
Guatemala,GTM,2012,,,,0.616666667,0.599333333,1,0.646,Upper middle income,Latin America & Caribbean,14781942
Guinea,GIN,2012,,,,0.534833333,0.340166667,0.5,0.3975,Low income,Sub-Saharan Africa,10652029
Guinea-Bissau,GNB,2012,,,,0.5035,0.321833333,0.4285,0.3975,Low income,Sub-Saharan Africa,1604979
Guyana,GUY,2012,,,,0.625166667,0.509666667,0.875,0.6625,Upper middle income,Latin America & Caribbean,755399
Haiti,HTI,2012,,,,0.541,0.4465,0.5,0.3975,Low income,Latin America & Caribbean,10250930
Honduras,HND,2012,,,,0.783666667,0.593,1,0.771,Lower middle income,Latin America & Caribbean,8640691
"Hong Kong SAR, China",HKG,2012,,,,0.219166667,0.2375,0.2855,0.375,High income,East Asia & Pacific,7150100
Hungary,HUN,2012,1,,,0.572666667,0.422166667,0.375,0.5,High income,Europe & Central Asia,9920362
Iceland,ISL,2012,1,,,0.472833333,0.491666667,0.5,0.4375,High income,Europe & Central Asia,320716
India,IND,2012,,,,0.607166667,0.565166667,0.5,0.6875,Lower middle income,South Asia,1265782790
Indonesia,IDN,2012,,,,0.6735,0.6625,1,0.6875,Upper middle income,East Asia & Pacific,248452413
"Iran, Islamic Rep.",IRN,2012,,,,0.759833333,0.523666667,1,0.4875,Upper middle income,Middle East & North Africa,75539862
Iraq,IRQ,2012,,,,0.621833333,0.587833333,1,0.432,Upper middle income,Middle East & North Africa,31890011
Ireland,IRL,2012,1,,,0.549,0.436,0.5,0.375,High income,Europe & Central Asia,4599533
Isle of Man,IMN,2012,,,,0.061166667,0.0945,0.125,0.0625,High income,Europe & Central Asia,84533
Israel,ISR,2012,1,,,0.464333333,0.366666667,0.357,0.375,High income,Middle East & North Africa,7910500
Italy,ITA,2012,1,,,0.61,0.545166667,1,0.4375,High income,Europe & Central Asia,59539717
Jamaica,JAM,2012,,,,0.619166667,0.509666667,1,0.8125,Upper middle income,Latin America & Caribbean,2842132
Japan,JPN,2012,1,,,0.572,0.5055,1,0.4375,High income,East Asia & Pacific,127629000
Jordan,JOR,2012,,,,0.768333333,0.5375,1,0.625,Upper middle income,Middle East & North Africa,8090872
Kazakhstan,KAZ,2012,,,,0.738666667,0.595333333,1,0.6875,Upper middle income,Europe & Central Asia,16792089
Kenya,KEN,2012,,,,0.594166667,0.586,1,0.5,Lower middle income,Sub-Saharan Africa,44343410
Kiribati,KIR,2012,,,,0.434333333,0.321833333,0.4285,0.5,Lower middle income,East Asia & Pacific,106370
"Korea, Dem. People’s Rep.",PRK,2012,,,,0.3965,0.329333333,0.5,0.324,Low income,East Asia & Pacific,24800612
"Korea, Rep.",KOR,2012,1,,,0.642333333,0.564,1,0.4375,High income,East Asia & Pacific,50199853
Kosovo,XKX,2012,,,,,,,,Upper middle income,Europe & Central Asia,1807106
Kuwait,KWT,2012,,,,0.468666667,0.525,0.7855,0.4375,High income,Middle East & North Africa,3348853
Kyrgyz Republic,KGZ,2012,,,,0.775,0.576666667,1,0.6875,Lower middle income,Europe & Central Asia,5607200
Lao PDR,LAO,2012,,,,0.732333333,0.462166667,1,0.625,Lower middle income,East Asia & Pacific,6444530
Latvia,LVA,2012,1,,,0.532333333,0.4805,0.2855,0.4375,High income,Europe & Central Asia,2034319
Lebanon,LBN,2012,,,,0.581666667,0.4415,1,0.6875,Upper middle income,Middle East & North Africa,5538634
Lesotho,LSO,2012,,,,0.592166667,0.423833333,0.5,0.625,Lower middle income,Sub-Saharan Africa,2014990
Liberia,LBR,2012,,,,0.494333333,0.472,0.5,0.4875,Low income,Sub-Saharan Africa,4135659
Libya,LBY,2012,,,,0.3165,0.3055,0.5,0.25,Upper middle income,Middle East & North Africa,6285750
Liechtenstein,LIE,2012,,,,0.177166667,0.1905,0.375,0.1875,High income,Europe & Central Asia,36615
Lithuania,LTU,2012,1,,,0.525166667,0.4805,0.2855,0.4375,High income,Europe & Central Asia,2987773
Luxembourg,LUX,2012,1,,,0.4895,0.426666667,0.4375,0.375,High income,Europe & Central Asia,530946
"Macao SAR, China",MAC,2012,,,,0.141333333,0.198166667,0.2145,0.3125,High income,East Asia & Pacific,564039
Madagascar,MDG,2012,,,,0.684666667,0.558333333,1,0.5625,Low income,Sub-Saharan Africa,22346641
Malawi,MWI,2012,,,,0.671333333,0.484166667,1,0.55,Low income,Sub-Saharan Africa,15396005
Malaysia,MYS,2012,,,,0.690666667,0.556833333,1,0.5625,Upper middle income,East Asia & Pacific,29068159
Maldives,MDV,2012,,,,0.612666667,0.429166667,0.9285,0.4875,Upper middle income,South Asia,397237
Mali,MLI,2012,,,,0.649833333,0.5585,0.9375,0.625,Low income,Sub-Saharan Africa,15979499
Malta,MLT,2012,,,,0.4855,0.419333333,0.2855,0.375,High income,Middle East & North Africa,420028
Marshall Islands,MHL,2012,,,,0.352833333,0.403666667,0.9285,0.347,Upper middle income,East Asia & Pacific,56717
Mauritania,MRT,2012,,,,0.565166667,0.3405,0.5,0.4375,Lower middle income,Sub-Saharan Africa,3706554
Mauritius,MUS,2012,,,,0.644,0.6515,1,0.75,High income,Sub-Saharan Africa,1255882
Mexico,MEX,2012,,,,0.738666667,0.668166667,1,0.75,Upper middle income,Latin America & Caribbean,117274155
"Micronesia, Fed. Sts.",FSM,2012,,,,0.283166667,0.3435,1,0.415,Lower middle income,East Asia & Pacific,104506
Moldova,MDA,2012,,,,0.700666667,0.3455,0.5,0.75,Lower middle income,Europe & Central Asia,2859458
Monaco,MCO,2012,,,,0.143166667,0.074,0.2145,0.1875,High income,Europe & Central Asia,36460
Mongolia,MNG,2012,,,,0.772833333,0.496166667,1,0.75,Lower middle income,East Asia & Pacific,2824699
Montenegro,MNE,2012,,,,0.614833333,0.426,1,0.6125,Upper middle income,Europe & Central Asia,620601
Morocco,MAR,2012,,,,0.7475,0.529166667,1,0.5625,Lower middle income,Middle East & North Africa,33241898
Mozambique,MOZ,2012,,,,0.633833333,0.55,1,0.4875,Low income,Sub-Saharan Africa,24862648
Myanmar,MMR,2012,,,,0.607333333,0.419,1,0.5225,Lower middle income,East Asia & Pacific,51413698
Namibia,NAM,2012,,,,0.541,0.5055,1,0.5625,Upper middle income,Sub-Saharan Africa,2194784
Nauru,NRU,2012,,,,0.3115,0.299666667,0.4285,0.279,High income,East Asia & Pacific,10279
Nepal,NPL,2012,,,,0.768,0.5585,1,0.6875,Lower middle income,South Asia,26989862
Netherlands,NLD,2012,1,,,0.573,0.458333333,0.4285,0.4375,High income,Europe & Central Asia,16754962
New Caledonia,NCL,2012,,,,0.1635,0.176666667,0.8125,0.05,High income,East Asia & Pacific,259000
New Zealand,NZL,2012,1,,,0.456166667,0.416666667,1,0.4375,High income,East Asia & Pacific,4408100
Nicaragua,NIC,2012,,,,0.7125,0.6195,1,0.75,Lower middle income,Latin America & Caribbean,5982526
Niger,NER,2012,,,,0.692,0.554666667,1,0.6625,Low income,Sub-Saharan Africa,17795191
Nigeria,NGA,2012,,,,0.653333333,0.376333333,0.5,0.521,Lower middle income,Sub-Saharan Africa,167228767
North Macedonia,MKD,2012,,,,0.655,0.3235,0.5,0.6875,Upper middle income,Europe & Central Asia,2074278
Northern Mariana Islands,MNP,2012,,,,0.084166667,0.033333333,0.3125,0.077,High income,East Asia & Pacific,54311
Norway,NOR,2012,1,,,0.570333333,0.4305,0.5,0.5,High income,Europe & Central Asia,5018573
Oman,OMN,2012,,,,0.634833333,0.413,0.5,0.5,High income,Middle East & North Africa,3498029
Pakistan,PAK,2012,,,,0.692166667,0.6125,1,0.5,Lower middle income,South Asia,187281475
Palau,PLW,2012,,,,0.3615,0.383,0.9285,0.347,High income,East Asia & Pacific,17640
Panama,PAN,2012,,,,0.760166667,0.570833333,1,0.5,High income,Latin America & Caribbean,3770624
Papua New Guinea,PNG,2012,,,,0.568166667,0.466666667,1,0.475,Lower middle income,East Asia & Pacific,7631002
Paraguay,PRY,2012,,,,0.755333333,0.553,1,0.75,Upper middle income,Latin America & Caribbean,6421512
Peru,PER,2012,,,,0.728,0.536,1,0.6875,Upper middle income,Latin America & Caribbean,29506788
Philippines,PHL,2012,,,,0.6665,0.640166667,1,0.646,Lower middle income,East Asia & Pacific,97212638
Poland,POL,2012,1,,,0.579333333,0.4195,0.357,0.5,High income,Europe & Central Asia,38063164
Portugal,PRT,2012,1,,,0.532666667,0.402666667,0.5,0.4375,High income,Europe & Central Asia,10514844
Puerto Rico,PRI,2012,,,,0.151833333,0.186833333,0.3125,0.216,High income,Latin America & Caribbean,3634488
Qatar,QAT,2012,,,,0.3845,0.402666667,0.2855,0.4625,High income,Middle East & North Africa,2196074
Romania,ROU,2012,,,,0.5925,0.5285,0.875,0.5625,High income,Europe & Central Asia,20058035
Russian Federation,RUS,2012,,,,0.543333333,0.4195,0.875,0.6875,Upper middle income,Europe & Central Asia,143201721
Rwanda,RWA,2012,,,,0.587,0.378666667,0.5,0.5375,Low income,Sub-Saharan Africa,10549678
Samoa,WSM,2012,,,,0.597,0.466666667,1,0.46,Upper middle income,East Asia & Pacific,189088
San Marino,SMR,2012,,,,0.185166667,0.0925,0.25,0.233,High income,Europe & Central Asia,32105
Sao Tome and Principe,STP,2012,,,,0.532666667,0.299666667,0.5,0.6875,Lower middle income,Sub-Saharan Africa,188404
Saudi Arabia,SAU,2012,,,,0.301166667,0.3735,0.357,0.325,High income,Middle East & North Africa,29155187
Senegal,SEN,2012,,,,0.643,0.505166667,1,0.4875,Lower middle income,Sub-Saharan Africa,13401991
Serbia,SRB,2012,,,,0.722833333,0.428833333,1,0.6875,Upper middle income,Europe & Central Asia,7199077
Seychelles,SYC,2012,,,,0.516333333,0.401833333,1,0.521,High income,Sub-Saharan Africa,88303
Sierra Leone,SLE,2012,,,,0.6135,0.418,1,0.55,Low income,Sub-Saharan Africa,6712581
Singapore,SGP,2012,1,,,0.329166667,0.402666667,0.2855,0.4375,High income,East Asia & Pacific,5312437
Sint Maarten (Dutch part),SXM,2012,,,,0.092166667,0.0795,0.25,0.0385,High income,Latin America & Caribbean,34640
Slovak Republic,SVK,2012,1,,,0.562666667,0.419333333,0.375,0.5,High income,Europe & Central Asia,5407579
Slovenia,SVN,2012,1,,,0.625166667,0.511833333,1,0.5,High income,Europe & Central Asia,2057159
Solomon Islands,SLB,2012,,,,0.432166667,0.385166667,1,0.425,Lower middle income,East Asia & Pacific,556064
Somalia,SOM,2012,,,,0.288666667,0.283,0.5,0.25,Low income,Sub-Saharan Africa,12715510
South Africa,ZAF,2012,,,,0.704833333,0.4875,0.5,0.6875,Upper middle income,Sub-Saharan Africa,52834005
South Sudan,SSD,2012,,,,0.508833333,0.307,0.5,0.226,Low income,Sub-Saharan Africa,10113647
Spain,ESP,2012,1,,,0.584166667,0.5,1,0.4375,High income,Europe & Central Asia,46773055
Sri Lanka,LKA,2012,,,,0.716166667,0.543,1,0.75,Lower middle income,South Asia,20425000
St. Kitts and Nevis,KNA,2012,,,,0.399666667,0.3735,0.9285,0.625,High income,Latin America & Caribbean,49881
St. Lucia,LCA,2012,,,,0.527333333,0.443,1,0.8125,Upper middle income,Latin America & Caribbean,176646
St. Martin (French part),MAF,2012,,,,0,0.088833333,0.125,0,High income,Latin America & Caribbean,37009
St. Vincent and the Grenadines,VCT,2012,,,,0.453,0.398166667,1,0.6875,Upper middle income,Latin America & Caribbean,108435
Sudan,SDN,2012,,,,0.5915,0.470833333,1,0.375,Low income,Sub-Saharan Africa,36193783
Suriname,SUR,2012,,,,0.476166667,0.341666667,0.5,0.625,Upper middle income,Latin America & Caribbean,541247
Sweden,SWE,2012,1,,,0.547,0.4145,0.5,0.5,High income,Europe & Central Asia,9519374
Switzerland,CHE,2012,1,,,0.6145,0.486833333,1,0.5,High income,Europe & Central Asia,7996861
Syrian Arab Republic,SYR,2012,,,,0.477333333,0.443,1,0.3525,Low income,Middle East & North Africa,20442541
"Taiwan, China",TWN,2012,,,,,,,,High income,East Asia & Pacific,
Tajikistan,TJK,2012,,,,0.5845,0.4295,0.5,0.6625,Low income,Europe & Central Asia,7874835
Tanzania,TZA,2012,,,,0.695333333,0.563833333,1,0.55,Lower middle income,Sub-Saharan Africa,47052481
Thailand,THA,2012,,,,0.704833333,0.459666667,0.5,0.6875,Upper middle income,East Asia & Pacific,67835957
Timor-Leste,TLS,2012,,,,0.5485,0.445333333,1,0.4875,Lower middle income,East Asia & Pacific,1132994
Togo,TGO,2012,,,,0.597833333,0.494333333,1,0.6875,Low income,Sub-Saharan Africa,6773807
Tonga,TON,2012,,,,0.473333333,0.401833333,1,0.6125,Upper middle income,East Asia & Pacific,102737
Trinidad and Tobago,TTO,2012,,,,0.601333333,0.4805,1,0.75,High income,Latin America & Caribbean,1344817
Tunisia,TUN,2012,,,,0.710666667,0.556833333,1,0.5625,Lower middle income,Middle East & North Africa,10847002
Turkey,TUR,2012,,,,0.6865,0.598666667,1,0.75,Upper middle income,Europe & Central Asia,74653016
Turkmenistan,TKM,2012,,,,0.351166667,0.331,0.5,0.325,Upper middle income,Europe & Central Asia,5267900
Turks and Caicos Islands,TCA,2012,,,,0.0255,0.168333333,0.25,0.101,High income,Latin America & Caribbean,34066
Tuvalu,TUV,2012,,,,0.330666667,0.299666667,0.357,0.325,Upper middle income,East Asia & Pacific,10739
Uganda,UGA,2012,,,,0.6955,0.554666667,1,0.5625,Low income,Sub-Saharan Africa,34559168
Ukraine,UKR,2012,,,,0.638666667,0.523666667,1,0.75,Lower middle income,Europe & Central Asia,45593342
United Arab Emirates,ARE,2012,,,,0.351,0.325,0.25,0.35,High income,Middle East & North Africa,9141596
United Kingdom,GBR,2012,1,,,0.551166667,0.556166667,1,0.375,High income,Europe & Central Asia,63700215
United States,USA,2012,1,,,0.535,0.449666667,0.5,0.5,High income,North America,313830990
Uruguay,URY,2012,,,,0.666333333,0.562166667,0.9285,0.5,High income,Latin America & Caribbean,3378974
Uzbekistan,UZB,2012,,,,0.491666667,0.420333333,0.5,0.45,Lower middle income,Europe & Central Asia,29774500
Vanuatu,VUT,2012,,,,0.552333333,0.434166667,1,0.4375,Lower middle income,East Asia & Pacific,249499
"Venezuela, RB",VEN,2012,,,,0.5485,0.4985,0.9445,0.6125,Upper middle income,Latin America & Caribbean,29362449
Vietnam,VNM,2012,,,,0.7285,0.536166667,0.9445,0.5625,Lower middle income,East Asia & Pacific,89802487
Virgin Islands (U.S.),VIR,2012,,,,0.008833333,0.122166667,0.25,0.104,High income,Latin America & Caribbean,108191
West Bank and Gaza,PSE,2012,,,,0.575666667,0.423166667,1,0.3525,Lower middle income,Middle East & North Africa,3979998
"Yemen, Rep.",YEM,2012,,,,0.544,0.477333333,0.9445,0.5,Low income,Middle East & North Africa,24473178
Zambia,ZMB,2012,,,,0.523833333,0.587,0.9445,0.5625,Lower middle income,Sub-Saharan Africa,14465121
Zimbabwe,ZWE,2012,,,,0.588333333,0.4295,0.4445,0.4875,Lower middle income,Sub-Saharan Africa,13115131
Afghanistan,AFG,2011,,,,0.47,0.425833333,0.5,0.646,Low income,South Asia,30117413
Albania,ALB,2011,,,,0.779833333,0.587,1,0.6875,Upper middle income,Europe & Central Asia,2905195
Algeria,DZA,2011,,,,0.5075,0.516666667,0.5,0.5625,Lower middle income,Middle East & North Africa,36661444
American Samoa,ASM,2011,,,,0.112,0.163833333,0.857,0.077,Upper middle income,East Asia & Pacific,55759
Andorra,AND,2011,,,,0.235,0.146166667,0.375,0.2955,High income,Europe & Central Asia,83747
Angola,AGO,2011,,,,0.607333333,0.697166667,1,0.625,Lower middle income,Sub-Saharan Africa,24220661
Antigua and Barbuda,ATG,2011,,,,0.436,0.508,0.9285,0.5625,High income,Latin America & Caribbean,89253
Argentina,ARG,2011,,,,0.697833333,0.734833333,1,0.639,Upper middle income,Latin America & Caribbean,41261490
